,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,
11,,光大期货,1601,,8,,
12,,宏源期货,874,,-19,,
13,,国投安信,816,,-99,,
14,,华泰期货,781,,171,,
15,,安粮期货,764,,-46,,
16,,中辉期货,748,,-310,,
17,,国泰君安,609,,-504,,
18,,国贸期货,521,,-1,,
19,,华安期货,517,,-136,,
20,,长江期货,507,,17,,
总计,,,,44122,,-1559,,

名次,,会员简称,持卖单量,增减,,
1,,金瑞期货,6503,,2,,
2,,北京首创,5957,,3,,
3,,光大期货,5277,,19,,
4,,鲁证期货,5065,,-159,,
5,,东证期货,4795,,-1413,,
6,,中信期货,3465,,16,,
7,,国投安信,3145,,33,,
8,,国泰君安,2959,,14,,
9,,永安期货,1625,,0,,
10,,东海期货,1500,,0,,
11,,一德期货,1012,,0,,
12,,中投期货,913,,-190,,
13,,平安期货,742,,404,,
14,,中州期货,738,,-1,,
15,,长江期货,738,,0,,
16,,银河期货,700,,58,,
17,,上海大陆,563,,1,,
18,,海通期货,528,,7,,
19,,冠通期货,428,,107,,
20,,弘业期货,335,,2,,
总计,,,,46988,,-1097,,



会员类别,总成交量,增减,,
期货公司会员,24492,,5893,,

会员类别,总持买单量,增减,,
期货公司会员,44122,,-1559,,

会员类别,总持卖单量,增减,,
期货公司会员,46988,,-1097,,

,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,

合约代码：m2009,,Date：2019-11-19,

,,,期货公司会员,

名次,,会员简称,成交量,,增减,,
1,,东证期货,18834,,2099,,
2,,方正中期,14275,,-3115,,
3,,光大期货,8487,,-3817,,
4,,国投安信,8190,,336,,
5,,中粮期货,6589,,2603,,
6,,浙商期货,6051,,1250,,
7,,国泰君安,5778,,2730,,
8,,一德期货,5457,,4748,,
9,,英大期货,5145,,5037,,
10,,银河期货,4501,,1216,,
11,,东海期货,4129,,-47,,
12,,倍特期货,3859,,601,,
13,,永安期货,3367,,-1609,,
14,,中信期货,3326,,215,,
15,,东吴期货,3082,,2312,,
16,,中国国际,3021,,315,,
17,,招金期货,2938,,1676,,
18,,大越期货,2923,,2112,,
19,,华安期货,2410,,602,,
20,,华泰期货,2326,,-1271,,
总计,,,,114688,,17993,,

名次,,会员简称,持买单量,增减,,
1,,浙商期货,40779,,1850,,
2,,宏源期货,38691,,61,,
3,,天风期货,26574,,4,,
4,,永安期货,23761,,1701,,
5,,大越期货,23597,,1627,,
6,,大地期货,23434,,1666,,
7,,广发期货,18255,,192,,
8,,一德期货,16247,,-179,,
9,,五矿经易,13259,,24,,
10,,倍特期货,13031,,755,,
11,,银河期货,11260,,733,,
12,,华安期货,10460,,612,,
13,,华泰期货,7814,,578,,
14,,国富期货,7650,,23,,
15,,鲁证期货,7569,,-1018,,
16,,宝城期货,7476,,-125,,
17,,方正中期,6876,,19,,
18,,海通期货,6862,,701,,
19,,中信期货,6406,,1509,,
20,,东兴期货,6208,,2,,
总计,,,,316209,,10735,,

名次,,会员简称,持卖单量,增减,,
1,,中粮期货,145742,,4692,,
2,,国投安信,59414,,6705,,
3,,一德期货,26838,,4718,,
4,,摩根大通,21697,,0,,
5,,新湖期货,19380,,308,,
6,,永安期货,17237,,-386,,
7,,平安期货,16138,,-4,,
8,,英大期货,15082,,4974,,
9,,国泰君安,15018,,3833,,
10,,银河期货,12360,,-1084,,
11,,徽商期货,11050,,-401,,
12,,中信期货,10498,,13,,
13,,弘业期货,9259,,-237,,
14,,申银万国,6793,,-200,,
15,,五矿经易,6282,,55,,
16,,国信期货,5534,,-119,,
17,,海通期货,5128,,-16,,
18,,招商期货,4758,,-440,,
19,,广州期货,4626,,0,,
20,,北京首创,4287,,-34,,
总计,,,,417121,,22377,,



会员类别,总成交量,增减,,
期货公司会员,114688,,17993,,

会员类别,总持买单量,增减,,
期货公司会员,316209,,10735,,

会员类别,总持卖单量,增减,,
期货公司会员,417121,,22377,,

,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,

合约代码：l2009,,Date：2019-11-19,

,,,期货公司会员,

名次,,会员简称,成交量,,增减,,
1,,永安期货,647,,-20,,
2,,方正中期,385,,-66,,
3,,建信期货,333,,272,,
4,,广发期货,262,,-114,,
5,,华安期货,218,,94,,
6,,申银万国,194,,51,,
7,,宏源期货,176,,-87,,
8,,银河期货,174,,167,,
9,,国投安信,156,,-354,,
10,,华鑫期货,139,,-82,,
11,,南华期货,137,,137,,
12,,中辉期货,89,,-35,,
13,,中信建投,85,,77,,
14,,徽商期货,73,,16,,
15,,铜冠金源,70,,70,,
16,,华联期货,70,,42,,
17,,冠通期货,60,,-15,,
18,,安粮期货,52,,-77,,
19,,中信期货,51,,-79,,
20,,东航期货,49,,27,,
总计,,,,3420,,24,,

名次,,会员简称,持买单量,增减,,
1,,永安期货,2748,,88,,
2,,光大期货,2254,,-4,,
3,,南华期货,1335,,130,,
4,,东吴期货,1330,,0,,
5,,方正中期,1155,,9,,
6,,中信期货,1126,,-3,,
7,,浙江新世纪,973,,0,,
8,,浙商期货,805,,-3,,
9,,海通期货,619,,2,,
10,,徽商期货,546,,12,,
11,,中辉期货,545,,1,,
12,,天风期货,505,,-4,,
13,,华安期货,493,,44,,
14,,银河期货,490,,37,,
15,,广发期货,449,,6,,
16,,宏源期货,435,,7,,
17,,弘业期货,430,,3,,
18,,建信期货,397,,241,,
19,,华金期货,374,,0,,
20,,华泰期货,364,,6,,
总计,,,,17373,,572,,

名次,,会员简称,持卖单量,增减,,
1,,华泰期货,4299,,-10,,
2,,永安期货,3492,,489,,
3,,国投安信,2126,,95,,
4,,东证期货,2059,,-10,,
5,,大越期货,1505,,-3,,
6,,国海良时,1255,,-1,,
7,,东吴期货,1076,,-2,,
8,,光大期货,1052,,10,,
9,,海通期货,914,,3,,
10,,华鑫期货,572,,22,,
11,,徽商期货,531,,13,,
12,,安粮期货,417,,-12,,
13,,信达期货,413,,-10,,
14,,海证期货,373,,-4,,
15,,锦泰期货,334,,-9,,
16,,兴业期货,298,,0,,
17,,渤海期货,281,,0,,
18,,宏源期货,280,,11,,
19,,方正中期,259,,46,,
20,,浙商期货,252,,0,,
总计,,,,21788,,628,,



会员类别,总成交量,增减,,
期货公司会员,3420,,24,,

会员类别,总持买单量,增减,,
期货公司会员,17373,,572,,

会员类别,总持卖单量,增减,,
期货公司会员,21788,,628,,

,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,

合约代码：cs2005,,Date：2019-11-19,

,,,期货公司会员,

名次,,会员简称,成交量,,增减,,
1,,东证期货,1536,,-247,,
2,,中信期货,759,,-462,,
3,,光大期货,642,,-13,,
4,,华泰期货,412,,195,,
5,,国富期货,308,,-81,,
6,,徽商期货,303,,-512,,
7,,华闻期货,257,,110,,
8,,华安期货,251,,-45,,
9,,海证期货,235,,149,,
10,,宏源期货,210,,-260,,
11,,兴证期货,210,,44,,
12,,广发期货,183,,-360,,
13,,天富期货,176,,170,,
14,,平安期货,171,,-535,,
15,,兴业期货,162,,160,,
16,,华西期货,154,,153,,
17,,永安期货,150,,-102,,
18,,安粮期货,126,,60,,
19,,海通期货,115,,74,,
20,,鲁证期货,113,,-78,,
总计,,,,6473,,-1580,,

名次,,会员简称,持买单量,增减,,
1,,瑞达期货,4002,,0,,
2,,徽商期货,3751,,-104,,
3,,中粮期货,1188,,-91,,
4,,永安期货,915,,-54,,
5,,南华期货,797,,5,,
6,,招金期货,636,,0,,
7,,东吴期货,554,,3,,
8,,先锋期货,523,,-1,,
9,,华安期货,408,,-75,,
10,,华泰期货,359,,5,,
11,,中衍期货,297,,49,,
12,,宏源期货,271,,115,,
13,,浙商期货,271,,1,,
14,,广发期货,268,,27,,
15,,方正中期,259,,-13,,
16,,国富期货,255,,5,,
17,,弘业期货,219,,-12,,
18,,东证期货,187,,-4,,
19,,招商期货,186,,27,,
20,,中信期货,170,,-436,,
总计,,,,15516,,-553,,

名次,,会员简称,持卖单量,增减,,
1,,徽商期货,2054,,5,,
2,,中信期货,1522,,-31,,
3,,广发期货,1515,,-6,,
4,,大地期货,1150,,-2,,
5,,平安期货,947,,127,,
6,,华安期货,759,,-60,,
7,,中融汇信,672,,-1,,
8,,国投安信,625,,-2,,
9,,方正中期,588,,-25,,
10,,东吴期货,535,,0,,
11,,东证期货,482,,22,,
12,,宏源期货,467,,-15,,
13,,国泰君安,447,,4,,
14,,华闻期货,393,,150,,
15,,国富期货,353,,-3,,
16,,海证期货,339,,0,,
17,,中辉期货,336,,8,,
18,,华泰期货,310,,-343,,
19,,申银万国,302,,-3,,
20,,招金期货,294,,-19,,
总计,,,,14090,,-194,,



会员类别,总成交量,增减,,
期货公司会员,6473,,-1580,,

会员类别,总持买单量,增减,,
期货公司会员,15516,,-553,,

会员类别,总持卖单量,增减,,
期货公司会员,14090,,-194,,

,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,

合约代码：m2001,,Date：2019-11-19,

,,,期货公司会员,

名次,,会员简称,成交量,,增减,,
1,,东证期货,230941,,-50093,,
2,,海通期货,61894,,-25069,,
3,,国富期货,57050,,-22768,,
4,,新湖期货,40339,,-28505,,
5,,兴证期货,31066,,-26547,,
6,,中信期货,25844,,-6864,,
7,,格林大华,22794,,-2583,,
8,,方正中期,22413,,-10772,,
9,,国泰君安,20256,,-19197,,
10,,光大期货,17134,,-10501,,
11,,徽商期货,15853,,-8024,,
12,,中粮期货,15686,,2852,,
13,,申银万国,15640,,-19220,,
14,,国投安信,13693,,-2551,,
15,,浙商期货,12654,,-1880,,
16,,华泰期货,12145,,-7859,,
17,,银河期货,11815,,-13535,,
18,,华安期货,11791,,-10444,,
19,,永安期货,11475,,-8537,,
20,,南华期货,9828,,-943,,
总计,,,,660311,,-273040,

名次,,会员简称,持买单量,增减,,
1,,五矿经易,53222,,900,,
2,,永安期货,48806,,-1362,,
3,,中粮期货,46103,,1438,,
4,,鲁证期货,34788,,289,,
5,,国投安信,29777,,201,,
6,,新湖期货,21808,,17,,
7,,中信期货,19777,,474,,
8,,申银万国,19602,,-66,,
9,,一德期货,18236,,201,,
10,,安粮期货,18193,,7,,
11,,大越期货,17376,,-249,,
12,,南华期货,16131,,-529,,
13,,东证期货,15788,,790,,
14,,海通期货,14100,,746,,
15,,国富期货,13233,,39,,
16,,光大期货,11919,,486,,
17,,银河期货,11809,,-1179,,
18,,国泰君安,10649,,931,,
19,,宏源期货,10602,,-176,,
20,,大地期货,10143,,140,,
总计,,,,442062,,3098,,

名次,,会员简称,持卖单量,增减,,
1,,中粮期货,70997,,-1430,,
2,,国投安信,64526,,3576,,
3,,一德期货,42759,,871,,
4,,摩根大通,41708,,-7863,,
5,,新湖期货,38992,,-1032,,
6,,广发期货,31010,,241,,
7,,国泰君安,30904,,191,,
8,,银河期货,30316,,-570,,
9,,倍特期货,17928,,-11,,
10,,华泰期货,16161,,-622,,
11,,鲁证期货,15577,,-1220,,
12,,海通期货,14792,,-2876,,
13,,宏源期货,13899,,1018,,
14,,格林大华,13476,,4025,,
15,,北京首创,13297,,19,,
16,,信达期货,13237,,379,,
17,,中信期货,12878,,-216,,
18,,永安期货,9996,,1049,,
19,,金瑞期货,9310,,3027,,
20,,国富期货,9289,,47,,
总计,,,,511052,,-1397,,



会员类别,总成交量,增减,,
期货公司会员,660311,,-273040,

会员类别,总持买单量,增减,,
期货公司会员,442062,,3098,,

会员类别,总持卖单量,增减,,
期货公司会员,511052,,-1397,,

,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,

合约代码：pp2001,,Date：2019-11-19,

,,,期货公司会员,

名次,,会员简称,成交量,,增减,,
1,,东证期货,103727,,-5561,,
2,,中信期货,23750,,69,,
3,,国富期货,22463,,2177,,
4,,徽商期货,21762,,3854,,
5,,海通期货,21384,,-18281,,
6,,华泰期货,16835,,377,,
7,,方正中期,15959,,818,,
8,,华安期货,15705,,-790,,
9,,国泰君安,13973,,-2904,,
10,,永安期货,9732,,-4487,,
11,,国投安信,8209,,-285,,
12,,兴证期货,7555,,-3490,,
13,,申银万国,7311,,-2941,,
14,,南华期货,7230,,-2902,,
15,,银河期货,7219,,-2038,,
16,,浙商期货,7215,,-780,,
17,,安粮期货,7002,,-620,,
18,,宏源期货,6936,,-2371,,
19,,东航期货,6918,,-1182,,
20,,东吴期货,6865,,-658,,
总计,,,,337750,,-41995,,

名次,,会员简称,持买单量,增减,,
1,,永安期货,40036,,-741,,
2,,中信期货,14356,,-1982,,
3,,广发期货,14231,,-1457,,
4,,华泰期货,11415,,-425,,
5,,国泰君安,9903,,381,,
6,,南华期货,9406,,-498,,
7,,银河期货,9271,,-7,,
8,,中粮期货,7986,,394,,
9,,申银万国,7938,,-868,,
10,,东海期货,7450,,-61,,
11,,建信期货,6897,,-2590,,
12,,鲁证期货,6780,,-182,,
13,,国投安信,6326,,485,,
14,,五矿经易,6290,,36,,
15,,方正中期,5385,,53,,
16,,中财期货,4866,,-128,,
17,,浙商期货,4519,,-122,,
18,,平安期货,4408,,59,,
19,,国海良时,4221,,280,,
20,,瑞达期货,3655,,169,,
总计,,,,185339,,-7204,,

名次,,会员简称,持卖单量,增减,,
1,,永安期货,15502,,-1009,,
2,,国泰君安,14611,,-298,,
3,,方正中期,12438,,1740,,
4,,华泰期货,11946,,-2158,,
5,,中信期货,11547,,-542,,
6,,兴证期货,11209,,2189,,
7,,国投安信,10935,,38,,
8,,中财期货,10523,,-408,,
9,,海通期货,9930,,2811,,
10,,招商期货,9280,,564,,
11,,山西三立,8614,,828,,
12,,浙商期货,7515,,-1057,,
13,,中大期货,7235,,99,,
14,,银河期货,6540,,334,,
15,,东证期货,6136,,-1016,,
16,,宏源期货,5628,,139,,
17,,海证期货,4252,,-596,,
18,,中信建投,4071,,0,,
19,,鲁证期货,4055,,-76,,
20,,中国国际,3968,,-128,,
总计,,,,175935,,1454,,



会员类别,总成交量,增减,,
期货公司会员,337750,,-41995,,

会员类别,总持买单量,增减,,
期货公司会员,185339,,-7204,,

会员类别,总持卖单量,增减,,
期货公司会员,175935,,1454,,

,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,

合约代码：cs2001,,Date：2019-11-19,

,,,期货公司会员,

名次,,会员简称,成交量,,增减,,
1,,东证期货,27555,,-16693,,
2,,海通期货,9127,,-5050,,
3,,国泰君安,5704,,-1627,,
4,,中信期货,4399,,-2116,,
5,,兴证期货,4347,,238,,
6,,迈科期货,3464,,851,,
7,,国富期货,3146,,-1969,,
8,,方正中期,2872,,-908,,
9,,广发期货,2582,,-2006,,
10,,摩根大通,2336,,2247,,
11,,华泰期货,2266,,-1939,,
12,,光大期货,2222,,-3222,,
13,,徽商期货,2136,,-1421,,
14,,华安期货,1730,,-177,,
15,,长安期货,1419,,448,,
16,,东吴期货,1403,,-864,,
17,,银河期货,1275,,-1484,,
18,,永安期货,1266,,-4025,,
19,,华信期货,1213,,938,,
20,,广州金控,1087,,-1927,,
总计,,,,81549,,-40706,,

名次,,会员简称,持买单量,增减,,
1,,南华期货,5749,,-431,,
2,,北京首创,5664,,-54,,
3,,国投安信,4639,,5,,
4,,光大期货,3708,,-336,,
5,,广发期货,3563,,-1582,,
6,,上海大陆,3441,,-66,,
7,,东证期货,3365,,-385,,
8,,徽商期货,3266,,-137,,
9,,中融汇信,3246,,-193,,
10,,华泰期货,2574,,-282,,
11,,中粮期货,2435,,21,,
12,,中国国际,2356,,35,,
13,,国泰君安,2217,,-628,,
14,,国富期货,2021,,45,,
15,,华安期货,1840,,-173,,
16,,宏源期货,1824,,-34,,
17,,永安期货,1672,,-36,,
18,,中信建投,1646,,-203,,
19,,海证期货,1373,,305,,
20,,大地期货,1359,,-7,,
总计,,,,57958,,-4136,,

名次,,会员简称,持卖单量,增减,,
1,,永安期货,17560,,486,,
2,,中信期货,12364,,279,,
3,,金瑞期货,5156,,26,,
4,,国泰君安,5139,,-8,,
5,,东证期货,5136,,-438,,
6,,中粮期货,4188,,7,,
7,,国投安信,3740,,-121,,
8,,摩根大通,3635,,-2126,,
9,,华泰期货,2947,,-20,,
10,,兴证期货,2907,,-35,,
11,,中金期货,2867,,2,,
12,,广州金控,2187,,-50,,
13,,方正中期,1732,,97,,
14,,宏源期货,1721,,-30,,
15,,国信期货,1695,,-261,,
16,,中融汇信,1310,,-4,,
17,,平安期货,1149,,-202,,
18,,和融期货,1104,,-3,,
19,,东吴期货,997,,21,,
20,,广发期货,940,,102,,
总计,,,,78474,,-2278,,



会员类别,总成交量,增减,,
期货公司会员,81549,,-40706,,

会员类别,总持买单量,增减,,
期货公司会员,57958,,-4136,,

会员类别,总持卖单量,增减,,
期货公司会员,78474,,-2278,,

,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,

合约代码：p2001,,Date：2019-11-19,

,,,期货公司会员,

名次,,会员简称,成交量,,增减,,
1,,东证期货,288448,,-5890,,
2,,兴证期货,217829,,-8611,,
3,,光大期货,130487,,4545,,
4,,申银万国,122012,,-15992,,
5,,招商期货,95766,,57106,,
6,,海通期货,82403,,-31668,,
7,,国富期货,77276,,-7722,,
8,,东方财富,68776,,-5447,,
9,,徽商期货,64558,,7041,,
10,,中信期货,56352,,-9964,,
11,,方正中期,55570,,-6674,,
12,,银河期货,49865,,9868,,
13,,华安期货,45616,,2433,,
14,,华泰期货,44810,,9136,,
15,,国泰君安,37115,,3238,,
16,,中辉期货,34282,,-8153,,
17,,广发期货,29106,,5539,,
18,,中粮期货,24857,,5886,,
19,,国投安信,24498,,-601,,
20,,安粮期货,24189,,-5763,,
总计,,,,1573815,-1693,,

名次,,会员简称,持买单量,增减,,
1,,一德期货,23501,,3807,,
2,,东证期货,17296,,281,,
3,,海通期货,16097,,4617,,
4,,银河期货,15862,,172,,
5,,中信期货,15631,,658,,
6,,国泰君安,14461,,9907,,
7,,徽商期货,13144,,551,,
8,,华泰期货,13020,,-403,,
9,,鲁证期货,12224,,-104,,
10,,永安期货,12212,,-1370,,
11,,申银万国,11854,,-49,,
12,,北京首创,11522,,-191,,
13,,国富期货,9748,,-27,,
14,,光大期货,9452,,-3223,,
15,,南华期货,9261,,-3235,,
16,,首创京都,8119,,456,,
17,,兴证期货,7578,,-93,,
18,,宏源期货,7449,,654,,
19,,国投安信,7382,,-1162,,
20,,中粮期货,7063,,4634,,
总计,,,,242876,,15880,,

名次,,会员简称,持卖单量,增减,,
1,,华泰期货,21689,,-10179,,
2,,中粮期货,20847,,-1219,,
3,,东证期货,20824,,3053,,
4,,国投安信,18559,,-392,,
5,,东方财富,14927,,1808,,
6,,银河期货,12706,,1001,,
7,,广发期货,11865,,1137,,
8,,浙商期货,11640,,89,,
9,,永安期货,10642,,392,,
10,,中信期货,8680,,-744,,
11,,上海中期,8216,,639,,
12,,新湖期货,7477,,2848,,
13,,国富期货,7423,,225,,
14,,海通期货,6859,,1662,,
15,,方正中期,6582,,486,,
16,,鲁证期货,6534,,3771,,
17,,天风期货,6269,,837,,
18,,国泰君安,6074,,926,,
19,,国贸期货,5947,,3979,,
20,,光大期货,5865,,122,,
总计,,,,219625,,10441,,



会员类别,总成交量,增减,,
期货公司会员,1573815,-1693,,

会员类别,总持买单量,增减,,
期货公司会员,242876,,15880,,

会员类别,总持卖单量,增减,,
期货公司会员,219625,,10441,,

,,,,,,,,大连商品交易所 成交量_买持仓_卖持仓排名,

合约代码：c2005,,Date：2019-11-19,

,,,期货公司会员,

名次,,会员简称,成交量,,增减,,
1,,东证期货,49231,,-3068,,
2,,国泰君安,33259,,1296,,
3,,广州金控,12418,,-838,,
4,,中信期货,11040,,-2523,,
5,,徽商期货,10884,,-6081,,
6,,宏源期货,8982,,6140,,
7,,国投安信,8888,,4768,,
8,,光大期货,7942,,-4822,,
9,,大地期货,7623,,7077,,
10,,永安期货,7049,,-18809,,
11,,浙商期货,6680,,3799,,
12,,华闻期货,5732,,4011,,
13,,东吴期货,5290,,-705,,
14,,新湖期货,5168,,1883,,
15,,国联期货,4643,,-5103,,
16,,华信期货,3546,,1870,,
17,,申银万国,3494,,-1036,,
18,,北京首创,3396,,2756,,
19,,鲁证期货,3344,,882,,
20,,华安期货,2877,,-287,,
总计,,,,201486,,-8790,,

名次,,会员简称,持买单量,增减,,
1,,永安期货,71061,,3565,,
2,,五矿经易,39126,,-151,,
3,,金瑞期货,37663,,32,,
4,,中信期货,18678,,423,,
5,,建信期货,14883,,815,,
6,,国泰君安,14620,,6676,,
7,,一德期货,14040,,10,,
8,,申银万国,12556,,23,,
9,,国投安信,11038,,-1319,,
10,,鲁证期货,10468,,222,,
11,,东证期货,9777,,-574,,
12,,中粮期货,9440,,-994,,
13,,东海期货,8882,,36,,
14,,北京首创,8811,,-3015,,
15,,光大期货,7979,,52,,
16,,浙商期货,7838,,-2298,,
17,,徽商期货,7670,,639,,
18,,华泰期货,7307,,-134,,
19,,广发期货,5636,,-486,,
20,,南华期货,5498,,62,,
总计,,,,322971,,3584,,

名次,,会员简称,持卖单量,增减,,
1,,永安期货,66871,,538,,
2,,中信期货,59211,,-1825,,
3,,国投安信,47087,,2419,,
4,,金瑞期货,33953,,259,,
5,,光大期货,22913,,1592,,
6,,中粮期货,17927,,38,,
7,,大有期货,15546,,5,,
8,,东证期货,14775,,-3519,,
9,,华泰期货,11352,,72,,
10,,南华期货,10905,,578,,
11,,国泰君安,9389,,45,,
12,,银河期货,9317,,1456,,
13,,中国国际,8683,,590,,
14,,鲁证期货,8021,,-1132,,
15,,浙商期货,7878,,932,,
16,,摩根大通,6275,,-1287,,
17,,中原期货,6135,,2197,,
18,,新湖期货,5333,,186,,
19,,海证期货,5261,,45,,
20,,中金期货,5166,,28,,
总计,,,,371998,,3217,,



会员类别,总成交量,增减,,
期货公司会员,201486,,-8790,,

会员类别,总持买单量,增减,,
期货公司会员,322971,,3584,,

会员类别,总持卖单量,增减,,
期货公司会员,371998,,3217,,

